sample_id,trait,top_fraction,top_label,pathway,n_top,n_background,top_mean,background_mean,effect,p_value,fdr,direction
21_00733_LI_SING,L_LDL_C_pct,0.2,top20,M2_macrophage_immunosuppression,849,3395,0.0966226765460124,-0.0241627842084135,0.120785460754426,4.63976292961974e-18,5.06155955958517e-18,higher_in_top20
21_00733_LI_SING,L_LDL_C_pct,0.1,top10,TGFb_CAF_activation,425,3819,0.131674313406872,-0.0146534650950308,0.146327778501903,1.24719564208616e-17,1.49663477050339e-17,higher_in_top10
21_00733_LI_SING,L_LDL_C_pct,0.1,top10,Angiogenesis_endothelium,425,3819,0.137406334057331,-0.0152913568930004,0.152697690950331,2.25412716093364e-15,2.4590478119276e-15,higher_in_top10
21_00733_LI_SING,L_LDL_C_pct,0.2,top20,TGFb_CAF_activation,849,3395,0.0781077003942518,-0.0195326767701684,0.0976403771644202,1.04453559697222e-14,1.04453559697222e-14,higher_in_top20
21_00733_LI_SING,L_LDL_C_pct,0.5,top50,M2_macrophage_immunosuppression,2122,2122,0.0414805665319901,-0.0414805665319897,0.0829611330639798,8.63282769700217e-14,9.41763021491146e-14,higher_in_top50
21_00733_LI_SING,L_LDL_C_pct,0.1,top10,Epithelial_repair_stemness,425,3819,0.0848715179196765,-0.0094449843194194,0.0943165022390959,2.8539441901396e-09,2.8539441901396e-09,higher_in_top10
21_00733_LI_SING,L_LDL_C_pct,0.5,top50,TGFb_CAF_activation,2122,2122,0.0236347496724221,-0.0236347496724231,0.0472694993448451,5.94139082690547e-07,5.94139082690547e-07,higher_in_top50
21_00733_LI_SING,L_LDL_FC,0.5,top50,Antigen_presentation,2122,2122,0.463299598847033,-0.463299598847035,0.926599197694068,0,0,higher_in_top50
21_00733_LI_SING,L_LDL_FC,0.5,top50,IFNg_response,2122,2122,0.365110303447728,-0.365110303447728,0.730220606895457,1.1125369293482e-308,1.11253692982122e-308,higher_in_top50
21_00733_LI_SING,L_LDL_FC,0.5,top50,Oxidative_stress_response,2122,2122,0.257380312532011,-0.25738031253201,0.514760625064021,4.90895313512703e-277,1.96358125405081e-276,higher_in_top50
21_00733_LI_SING,L_LDL_FC,0.2,top20,Antigen_presentation,849,3395,0.595776380653664,-0.148987966767295,0.744764347420959,1.0539109341635e-156,1.2646931209962e-155,higher_in_top20
21_00733_LI_SING,L_LDL_FC,0.5,top50,TNFa_NFkB_inflammation,2122,2122,0.143736343429035,-0.143736343429034,0.287472686858068,1.76223584307353e-148,5.28670752922058e-148,higher_in_top50
21_00733_LI_SING,L_LDL_FC,0.2,top20,Oxidative_stress_response,849,3395,0.356277385870862,-0.0890955819158644,0.445372967786726,6.12108687332589e-137,3.67265212399554e-136,higher_in_top20
21_00733_LI_SING,L_LDL_FC,0.2,top20,IFNg_response,849,3395,0.462061064061876,-0.115549291130643,0.577610355192518,2.25019093111838e-129,9.00076372447352e-129,higher_in_top20
21_00733_LI_SING,L_LDL_FC,0.5,top50,Hypoxia_glycolysis,2122,2122,0.118757379437301,-0.118757379437299,0.2375147588746,4.17612031334251e-116,1.0022688752022e-115,higher_in_top50
21_00733_LI_SING,L_LDL_FC,0.5,top50,Myeloid_phagocytosis_complement,2122,2122,0.180014970482985,-0.180014970482987,0.360029940965973,2.14287912911074e-102,4.28575825822147e-102,higher_in_top50
21_00733_LI_SING,L_LDL_FC,0.5,top50,Treg_checkpoint,2122,2122,0.11991167563505,-0.11991167563505,0.2398233512701,3.89073315568814e-88,6.66982826689396e-88,higher_in_top50
21_00733_LI_SING,L_LDL_FC,0.5,top50,Epithelial_repair_stemness,2122,2122,0.124514066964952,-0.124514066964952,0.249028133929905,1.09515272416304e-83,1.64272908624457e-83,higher_in_top50
21_00733_LI_SING,L_LDL_FC,0.2,top20,TNFa_NFkB_inflammation,849,3395,0.208596067519014,-0.0521643774149164,0.26076044493393,1.77182712467343e-77,5.31548137402028e-77,higher_in_top20
21_00733_LI_SING,L_LDL_FC,0.1,top10,Antigen_presentation,425,3819,0.606869107061452,-0.067535839356146,0.674404946417598,5.94093807522588e-74,7.12912569027106e-73,higher_in_top10
21_00733_LI_SING,L_LDL_FC,0.1,top10,IFNg_response,425,3819,0.483795939396941,-0.0538395585869861,0.537635497983927,2.82825937096016e-64,1.69695562257609e-63,higher_in_top10
21_00733_LI_SING,L_LDL_FC,0.1,top10,Oxidative_stress_response,425,3819,0.358106270750152,-0.0398520987349601,0.397958369485112,5.52098387570514e-62,2.20839355028206e-61,higher_in_top10
21_00733_LI_SING,L_LDL_FC,0.2,top20,Hypoxia_glycolysis,849,3395,0.16444601997258,-0.0411236144202405,0.20556963439282,7.96111529832955e-59,1.91066767159909e-58,higher_in_top20
21_00733_LI_SING,L_LDL_FC,0.2,top20,Myeloid_phagocytosis_complement,849,3395,0.255121948242122,-0.0637992736546586,0.31892122189678,8.57244280848809e-55,1.71448856169762e-54,higher_in_top20
21_00733_LI_SING,L_LDL_FC,0.2,top20,Treg_checkpoint,849,3395,0.177402074513316,-0.0443635821095155,0.221765656622831,3.60716867856726e-48,6.18371773468672e-48,higher_in_top20
21_00733_LI_SING,L_LDL_FC,0.5,top50,ECM_remodeling,2122,2122,0.145225560639348,-0.145225560639349,0.290451121278697,2.63092641561863e-43,3.50790188749151e-43,higher_in_top50
21_00733_LI_SING,L_LDL_FC,0.1,top10,TNFa_NFkB_inflammation,425,3819,0.211271807899707,-0.0235115261475188,0.234783334047226,1.84228469516003e-39,5.52685408548009e-39,higher_in_top10
21_00733_LI_SING,L_LDL_FC,0.2,top20,Epithelial_repair_stemness,849,3395,0.151408484139729,-0.0378632704078439,0.189271754547573,1.14031099110738e-35,1.71046648666107e-35,higher_in_top20
21_00733_LI_SING,L_LDL_FC,0.1,top10,Myeloid_phagocytosis_complement,425,3819,0.295825841085655,-0.032921178963448,0.328747020049103,4.19943604701171e-34,1.00786465128281e-33,higher_in_top10
21_00733_LI_SING,L_LDL_FC,0.1,top10,Hypoxia_glycolysis,425,3819,0.169820508977899,-0.0188985902895008,0.1887190992674,1.69333682043126e-29,3.38667364086253e-29,higher_in_top10
21_00733_LI_SING,L_LDL_FC,0.1,top10,Treg_checkpoint,425,3819,0.201104243497194,-0.0223800218607771,0.223484265357971,1.52867357224004e-26,2.62058326669722e-26,higher_in_top10
21_00733_LI_SING,L_LDL_FC,0.2,top20,ECM_remodeling,849,3395,0.174902609220827,-0.043738531731512,0.218641140952339,2.42601731407709e-18,3.23468975210279e-18,higher_in_top20
21_00733_LI_SING,L_LDL_FC,0.1,top10,Epithelial_repair_stemness,425,3819,0.14160640964204,-0.015758765147386,0.157365174789426,1.23665001301837e-15,1.85497501952755e-15,higher_in_top10
21_00733_LI_SING,L_LDL_FC,0.1,top10,ECM_remodeling,425,3819,0.211024097006883,-0.0234839594731413,0.234508056480025,1.15330851091118e-12,1.53774468121491e-12,higher_in_top10
21_00733_LI_SING,L_LDL_FC,0.5,top50,Angiogenesis_endothelium,2122,2122,0.0261242354953754,-0.0261242354953767,0.0522484709907521,6.03193648244405e-09,7.23832377893286e-09,higher_in_top50
21_00733_LI_SING,L_LDL_FC,0.1,top10,Angiogenesis_endothelium,425,3819,0.0940283848761304,-0.0104640124567578,0.104492397332888,3.80933836097387e-08,4.57120603316864e-08,higher_in_top10
21_00733_LI_SING,L_LDL_FC,0.2,top20,Angiogenesis_endothelium,849,3395,0.0464355754714881,-0.011612313276965,0.0580478887484531,1.53002837072248e-06,1.83603404486698e-06,higher_in_top20
21_00733_LI_SING,L_LDL_FC,0.5,top50,M2_macrophage_immunosuppression,2122,2122,0.0169898535768665,-0.0169898535768661,0.0339797071537326,0.000588952073054424,0.000642493170604826,higher_in_top50
21_00733_LI_SING,L_LDL_FC,0.1,top10,M2_macrophage_immunosuppression,425,3819,0.0499299979886955,-0.0055564936227271,0.0554864916114226,0.00079191166085537,0.00086390363002404,higher_in_top10
21_00733_LI_SING,L_LDL_FC,0.2,top20,M2_macrophage_immunosuppression,849,3395,0.031214168705798,-0.00780584071611831,0.0390200094219163,0.00250372707448614,0.00273133862671216,higher_in_top20
21_00733_LI_SING,L_LDL_FC,0.1,top10,TGFb_CAF_activation,425,3819,0.0270814891323397,-0.00301378184897787,0.0300952709813176,0.0207809418210583,0.0207809418210583,higher_in_top10
21_00733_LI_SING,L_LDL_FC,0.2,top20,TGFb_CAF_activation,849,3395,0.00642888657180609,-0.00160769505138895,0.00803658162319504,0.129218162551428,0.129218162551428,higher_in_top20
21_00733_LI_SING,L_LDL_FC,0.5,top50,TGFb_CAF_activation,2122,2122,-0.00752915187817338,0.00752915187817239,-0.0150583037563458,0.654762022307053,0.654762022307053,lower_in_top50
21_00733_LI_SING,L_LDL_L,0.5,top50,Antigen_presentation,2122,2122,0.453740428781281,-0.453740428781283,0.907480857562563,0,0,higher_in_top50
21_00733_LI_SING,L_LDL_L,0.5,top50,IFNg_response,2122,2122,0.361522235013206,-0.361522235013205,0.723044470026411,1.11268377156393e-308,1.1134179831156e-308,higher_in_top50
21_00733_LI_SING,L_LDL_L,0.5,top50,Oxidative_stress_response,2122,2122,0.252591515428135,-0.252591515428134,0.505183030856268,1.8827541250216e-267,7.5310165000864e-267,higher_in_top50
21_00733_LI_SING,L_LDL_L,0.2,top20,Antigen_presentation,849,3395,0.656231590489161,-0.164106221008926,0.820337811498087,4.35997570289131e-198,5.23197084346957e-197,higher_in_top20
21_00733_LI_SING,L_LDL_L,0.2,top20,Oxidative_stress_response,849,3395,0.395858320061792,-0.0989937301126537,0.494852050174446,9.7458684387854e-170,5.84752106327124e-169,higher_in_top20
21_00733_LI_SING,L_LDL_L,0.2,top20,IFNg_response,849,3395,0.514596569997138,-0.128687036208415,0.643283606205553,3.23500951227328e-160,1.29400380490931e-159,higher_in_top20
21_00733_LI_SING,L_LDL_L,0.5,top50,TNFa_NFkB_inflammation,2122,2122,0.140829641578442,-0.140829641578441,0.281659283156884,2.64518519680025e-141,7.93555559040076e-141,higher_in_top50
21_00733_LI_SING,L_LDL_L,0.5,top50,Hypoxia_glycolysis,2122,2122,0.118720512049353,-0.118720512049351,0.237441024098704,6.41920067637607e-116,1.54060816233026e-115,higher_in_top50
21_00733_LI_SING,L_LDL_L,0.1,top10,Antigen_presentation,425,3819,0.665829969862116,-0.0740973388822738,0.73992730874439,1.20812292508792e-93,1.44974751010551e-92,higher_in_top10
21_00733_LI_SING,L_LDL_L,0.5,top50,Myeloid_phagocytosis_complement,2122,2122,0.170326152670516,-0.170326152670518,0.340652305341034,1.0976337466708e-91,2.1952674933416e-91,higher_in_top50
21_00733_LI_SING,L_LDL_L,0.5,top50,Epithelial_repair_stemness,2122,2122,0.125199303560479,-0.125199303560479,0.250398607120959,1.29411036567153e-85,2.21847491257976e-85,higher_in_top50
21_00733_LI_SING,L_LDL_L,0.2,top20,Hypoxia_glycolysis,849,3395,0.195737588199228,-0.0489488107160945,0.244686398915322,7.05973233392148e-84,2.11791970017644e-83,higher_in_top20
21_00733_LI_SING,L_LDL_L,0.1,top10,Oxidative_stress_response,425,3819,0.411732658663174,-0.0458199476124239,0.457552606275598,5.78837426028987e-83,3.47302455617392e-82,higher_in_top10
21_00733_LI_SING,L_LDL_L,0.5,top50,Treg_checkpoint,2122,2122,0.114171949509813,-0.114171949509813,0.228343899019626,2.49416000105808e-79,3.74124000158712e-79,higher_in_top50
21_00733_LI_SING,L_LDL_L,0.1,top10,IFNg_response,425,3819,0.538349653357854,-0.0599106055713768,0.598260258929231,2.08774982945648e-77,8.35099931782592e-77,higher_in_top10
21_00733_LI_SING,L_LDL_L,0.2,top20,TNFa_NFkB_inflammation,849,3395,0.199600024232525,-0.049914704145335,0.24951472837786,5.22483001332286e-73,1.25395920319749e-72,higher_in_top20
21_00733_LI_SING,L_LDL_L,0.2,top20,Epithelial_repair_stemness,849,3395,0.225679509128814,-0.056436495802758,0.282116004931572,4.66737156934754e-70,9.33474313869509e-70,higher_in_top20
21_00733_LI_SING,L_LDL_L,0.1,top10,TNFa_NFkB_inflammation,425,3819,0.227983339691634,-0.0253712802746643,0.253354619966298,2.61404852251833e-42,7.84214556755499e-42,higher_in_top10
21_00733_LI_SING,L_LDL_L,0.1,top10,Hypoxia_glycolysis,425,3819,0.199545330622388,-0.0222065371863083,0.221751867808697,1.80959921412403e-41,4.34303811389766e-41,higher_in_top10
21_00733_LI_SING,L_LDL_L,0.5,top50,ECM_remodeling,2122,2122,0.136600696453349,-0.136600696453349,0.273201392906698,6.70958125696118e-39,8.94610834261491e-39,higher_in_top50
21_00733_LI_SING,L_LDL_L,0.2,top20,Myeloid_phagocytosis_complement,849,3395,0.21274585176657,-0.053202129057385,0.265947980823955,5.94639576735776e-38,1.01938213154704e-37,higher_in_top20
21_00733_LI_SING,L_LDL_L,0.2,top20,Treg_checkpoint,849,3395,0.145740023775593,-0.0364457379044121,0.182185761680006,1.20909667201976e-34,1.81364500802964e-34,higher_in_top20
21_00733_LI_SING,L_LDL_L,0.1,top10,Epithelial_repair_stemness,425,3819,0.229149232016873,-0.0255010273912467,0.25465025940812,2.70071831209771e-33,5.40143662419542e-33,higher_in_top10
21_00733_LI_SING,L_LDL_L,0.1,top10,Treg_checkpoint,425,3819,0.166008678381026,-0.0184743881413816,0.184483066522408,1.3116576474594e-20,2.24855596707326e-20,higher_in_top10
21_00733_LI_SING,L_LDL_L,0.1,top10,Myeloid_phagocytosis_complement,425,3819,0.225641643092031,-0.0251106829835343,0.250752326075565,5.13208240098645e-20,7.69812360147968e-20,higher_in_top10
21_00733_LI_SING,L_LDL_L,0.5,top50,Angiogenesis_endothelium,2122,2122,0.0298216222481736,-0.0298216222481749,0.0596432444963485,4.80096762911475e-10,5.76116115493771e-10,higher_in_top50
21_00733_LI_SING,L_LDL_L,0.2,top20,ECM_remodeling,849,3395,0.114414905340104,-0.0286121515857877,0.143027056925892,2.59476404050914e-08,3.45968538734552e-08,higher_in_top20
21_00733_LI_SING,L_LDL_L,0.1,top10,Angiogenesis_endothelium,425,3819,0.0756376791462569,-0.00841739032133069,0.0840550694675875,2.83142504984022e-06,3.77523339978696e-06,higher_in_top10
21_00733_LI_SING,L_LDL_L,0.2,top20,Angiogenesis_endothelium,849,3395,0.0349618015967123,-0.00874302490592386,0.0437048265026361,2.14571728442857e-05,2.57486074131428e-05,higher_in_top20
21_00733_LI_SING,L_LDL_L,0.1,top10,ECM_remodeling,425,3819,0.115681700405832,-0.0128737163321497,0.128555416737982,0.000122698120118285,0.000147237744141941,higher_in_top10
21_00733_LI_SING,L_LDL_L,0.5,top50,M2_macrophage_immunosuppression,2122,2122,0.0111610694219291,-0.0111610694219287,0.0223221388438579,0.014227725626648,0.0155211552290705,higher_in_top50
21_00733_LI_SING,L_LDL_L,0.2,top20,TGFb_CAF_activation,849,3395,-0.0245103026388268,0.00612938054208006,-0.0306396831809068,0.158120951019006,0.172495582929824,lower_in_top20
21_00733_LI_SING,L_LDL_L,0.2,top20,M2_macrophage_immunosuppression,849,3395,-0.0178759947115941,0.00447031502507928,-0.0223463097366734,0.265586974699812,0.265586974699812,lower_in_top20
21_00733_LI_SING,L_LDL_L,0.5,top50,TGFb_CAF_activation,2122,2122,-0.00978313673785179,0.00978313673785078,-0.0195662734757026,0.448144995035342,0.448144995035342,lower_in_top50
21_00733_LI_SING,L_LDL_L,0.1,top10,TGFb_CAF_activation,425,3819,-0.0175356185907888,0.00195146318436322,-0.0194870817751521,0.539642173937406,0.588700553386261,lower_in_top10
21_00733_LI_SING,L_LDL_L,0.1,top10,M2_macrophage_immunosuppression,425,3819,-0.0164009083185585,0.00182518618365752,-0.018226094502216,0.63252211474254,0.63252211474254,lower_in_top10
21_00733_LI_SING,L_LDL_PL,0.5,top50,Antigen_presentation,2122,2122,0.450038838684419,-0.450038838684421,0.900077677368841,0,0,higher_in_top50
21_00733_LI_SING,L_LDL_PL,0.5,top50,IFNg_response,2122,2122,0.356070979214801,-0.356070979214801,0.712141958429602,2.61779484355925e-302,1.57067690613555e-301,higher_in_top50
21_00733_LI_SING,L_LDL_PL,0.5,top50,Oxidative_stress_response,2122,2122,0.250693243486911,-0.25069324348691,0.501386486973821,4.98728189342464e-263,1.99491275736986e-262,higher_in_top50
21_00733_LI_SING,L_LDL_PL,0.2,top20,Antigen_presentation,849,3395,0.626218248316581,-0.156600675352218,0.7828189236688,2.49298909852347e-177,2.99158691822816e-176,higher_in_top20
21_00733_LI_SING,L_LDL_PL,0.2,top20,Oxidative_stress_response,849,3395,0.376392526960019,-0.0941258484209289,0.470518375380947,4.06242187614325e-153,2.43745312568595e-152,higher_in_top20
21_00733_LI_SING,L_LDL_PL,0.2,top20,IFNg_response,849,3395,0.484927039623302,-0.121267468818905,0.606194508442207,7.95344434076209e-142,3.18137773630484e-141,higher_in_top20
21_00733_LI_SING,L_LDL_PL,0.5,top50,TNFa_NFkB_inflammation,2122,2122,0.140362255428826,-0.140362255428826,0.280724510857652,1.86263472023775e-140,5.58790416071325e-140,higher_in_top50
21_00733_LI_SING,L_LDL_PL,0.5,top50,Hypoxia_glycolysis,2122,2122,0.117309148063938,-0.117309148063936,0.234618296127875,1.63557293406424e-113,3.92537504175417e-113,higher_in_top50
21_00733_LI_SING,L_LDL_PL,0.5,top50,Myeloid_phagocytosis_complement,2122,2122,0.168160774187565,-0.168160774187567,0.336321548375133,3.56714733860618e-90,7.13429467721235e-90,higher_in_top50
21_00733_LI_SING,L_LDL_PL,0.5,top50,Epithelial_repair_stemness,2122,2122,0.125729980655792,-0.125729980655792,0.251459961311583,5.78948414234769e-84,9.92482995831032e-84,higher_in_top50
21_00733_LI_SING,L_LDL_PL,0.5,top50,Treg_checkpoint,2122,2122,0.117083808292385,-0.117083808292385,0.23416761658477,2.04658844472486e-82,3.06988266708728e-82,higher_in_top50
21_00733_LI_SING,L_LDL_PL,0.1,top10,Antigen_presentation,425,3819,0.619974012316746,-0.0689942276079135,0.68896823992466,2.64765310785625e-79,3.1771837294275e-78,higher_in_top10
21_00733_LI_SING,L_LDL_PL,0.2,top20,TNFa_NFkB_inflammation,849,3395,0.198156065144164,-0.0495536080434151,0.24770967318758,2.27273510463062e-71,6.81820531389185e-71,higher_in_top20
21_00733_LI_SING,L_LDL_PL,0.2,top20,Hypoxia_glycolysis,849,3395,0.177561790811537,-0.044403522945211,0.221965313756748,6.69446018832295e-70,1.60667044519751e-69,higher_in_top20
21_00733_LI_SING,L_LDL_PL,0.1,top10,Oxidative_stress_response,425,3819,0.378739152871474,-0.0421482429877911,0.420887395859265,1.33923806587492e-69,8.03542839524954e-69,higher_in_top10
21_00733_LI_SING,L_LDL_PL,0.1,top10,IFNg_response,425,3819,0.505718331007664,-0.0562792067761867,0.561997537783851,2.51305322691294e-68,1.00522129076518e-67,higher_in_top10
21_00733_LI_SING,L_LDL_PL,0.2,top20,Epithelial_repair_stemness,849,3395,0.200562214340507,-0.0501553225258,0.250717536866307,4.00168203878497e-56,8.00336407756995e-56,higher_in_top20
21_00733_LI_SING,L_LDL_PL,0.2,top20,Myeloid_phagocytosis_complement,849,3395,0.221393975192299,-0.0553647967417575,0.276758771934057,2.83977875147143e-41,4.8681921453796e-41,higher_in_top20
21_00733_LI_SING,L_LDL_PL,0.2,top20,Treg_checkpoint,849,3395,0.161987620625886,-0.0405088335526884,0.202496454178574,1.40379408247799e-40,2.10569112371698e-40,higher_in_top20
21_00733_LI_SING,L_LDL_PL,0.1,top10,TNFa_NFkB_inflammation,425,3819,0.211930546053509,-0.0235848342688505,0.23551538032236,7.30880136756074e-38,2.19264041026822e-37,higher_in_top10
21_00733_LI_SING,L_LDL_PL,0.5,top50,ECM_remodeling,2122,2122,0.133762795202802,-0.133762795202802,0.267525590405604,2.93455040690022e-37,3.91273387586696e-37,higher_in_top50
21_00733_LI_SING,L_LDL_PL,0.1,top10,Hypoxia_glycolysis,425,3819,0.177253842490249,-0.0197258138408882,0.196979656331137,1.39788650499935e-32,3.35492761199844e-32,higher_in_top10
21_00733_LI_SING,L_LDL_PL,0.1,top10,Treg_checkpoint,425,3819,0.183460521528269,-0.0204165283188045,0.203877049847073,1.47770409318459e-22,2.95540818636917e-22,higher_in_top10
21_00733_LI_SING,L_LDL_PL,0.1,top10,Epithelial_repair_stemness,425,3819,0.181013617680026,-0.0201442229677955,0.201157840647821,1.9668563545713e-22,3.37175375069366e-22,higher_in_top10
21_00733_LI_SING,L_LDL_PL,0.1,top10,Myeloid_phagocytosis_complement,425,3819,0.230545387482186,-0.0256563994972332,0.256201786979419,6.08454635913428e-21,9.12681953870142e-21,higher_in_top10
21_00733_LI_SING,L_LDL_PL,0.2,top20,ECM_remodeling,849,3395,0.117635508440298,-0.0294175395186493,0.147053047958948,6.71475696167951e-09,8.95300928223935e-09,higher_in_top20
21_00733_LI_SING,L_LDL_PL,0.5,top50,Angiogenesis_endothelium,2122,2122,0.02609383330996,-0.0260938333099613,0.0521876666199214,1.35153714884398e-08,1.62184457861277e-08,higher_in_top50
21_00733_LI_SING,L_LDL_PL,0.2,top20,Angiogenesis_endothelium,849,3395,0.0399508970443883,-0.00999066615336922,0.0499415631977575,8.0780588493995e-06,9.6936706192794e-06,higher_in_top20
21_00733_LI_SING,L_LDL_PL,0.1,top10,ECM_remodeling,425,3819,0.132238005443538,-0.0147161959448821,0.14695420138842,1.29245983947705e-05,1.7232797859694e-05,higher_in_top10
21_00733_LI_SING,L_LDL_PL,0.1,top10,Angiogenesis_endothelium,425,3819,0.072891805198588,-0.00811181388044061,0.0810036190790286,1.7446926529333e-05,2.09363118351996e-05,higher_in_top10
21_00733_LI_SING,L_LDL_PL,0.5,top50,M2_macrophage_immunosuppression,2122,2122,0.00985302325982357,-0.0098530232598232,0.0197060465196468,0.0200944382911741,0.0219212054085536,higher_in_top50
21_00733_LI_SING,L_LDL_PL,0.5,top50,TGFb_CAF_activation,2122,2122,-0.00926143488826978,0.00926143488826877,-0.0185228697765386,0.519757969459804,0.519757969459804,lower_in_top50
21_00733_LI_SING,L_LDL_PL,0.2,top20,TGFb_CAF_activation,849,3395,-0.0156816252690608,0.0039215610761209,-0.0196031863451817,0.561996474597819,0.613087063197621,lower_in_top20
21_00733_LI_SING,L_LDL_PL,0.2,top20,M2_macrophage_immunosuppression,849,3395,-0.00965977691250723,0.00241565555190556,-0.0120754324644128,0.735408275127998,0.735408275127998,lower_in_top20
21_00733_LI_SING,L_LDL_PL,0.1,top10,M2_macrophage_immunosuppression,425,3819,-0.0133836579495286,0.00148940943402735,-0.0148730673835559,0.779102052815077,0.849929512161902,lower_in_top10
21_00733_LI_SING,L_LDL_PL,0.1,top10,TGFb_CAF_activation,425,3819,-0.00659426287758574,0.000733847007848074,-0.00732810988543381,0.903835288870891,0.903835288870891,lower_in_top10
21_00733_LI_SING,L_VLDL_CE_pct,0.5,top50,Antigen_presentation,2122,2122,0.389504369483856,-0.389504369483858,0.779008738967714,6.85344085642706e-253,8.22412902771247e-252,higher_in_top50
21_00733_LI_SING,L_VLDL_CE_pct,0.5,top50,IFNg_response,2122,2122,0.314985246150942,-0.314985246150942,0.629970492301884,6.06655269128915e-236,3.63993161477349e-235,higher_in_top50
21_00733_LI_SING,L_VLDL_CE_pct,0.5,top50,Oxidative_stress_response,2122,2122,0.222849327427073,-0.222849327427072,0.445698654854145,4.279166500444e-210,1.7116666001776e-209,higher_in_top50
21_00733_LI_SING,L_VLDL_CE_pct,0.2,top20,Antigen_presentation,849,3395,0.571929306115513,-0.143024442088976,0.714953748204489,2.18269067813041e-148,2.61922881375649e-147,higher_in_top20
21_00733_LI_SING,L_VLDL_CE_pct,0.2,top20,Oxidative_stress_response,849,3395,0.350741977826895,-0.087711322290142,0.438453300117037,1.65561506903506e-133,9.93369041421037e-133,higher_in_top20
21_00733_LI_SING,L_VLDL_CE_pct,0.2,top20,IFNg_response,849,3395,0.449937468285385,-0.112517499432781,0.562454967718166,1.09735771868587e-120,4.38943087474348e-120,higher_in_top20
21_00733_LI_SING,L_VLDL_CE_pct,0.5,top50,TNFa_NFkB_inflammation,2122,2122,0.11992061094016,-0.11992061094016,0.23984122188032,3.02323800377204e-105,9.06971401131612e-105,higher_in_top50
21_00733_LI_SING,L_VLDL_CE_pct,0.5,top50,Hypoxia_glycolysis,2122,2122,0.101314816258437,-0.101314816258436,0.202629632516873,9.08537838463628e-85,2.18049081231271e-84,higher_in_top50
21_00733_LI_SING,L_VLDL_CE_pct,0.5,top50,Treg_checkpoint,2122,2122,0.103603523332684,-0.103603523332684,0.207207046665368,5.44174353270421e-69,1.08834870654084e-68,higher_in_top50
21_00733_LI_SING,L_VLDL_CE_pct,0.2,top20,TNFa_NFkB_inflammation,849,3395,0.184361671011403,-0.0461039937227333,0.230465664734136,5.34395060631792e-63,1.60318518189538e-62,higher_in_top20
21_00733_LI_SING,L_VLDL_CE_pct,0.5,top50,Myeloid_phagocytosis_complement,2122,2122,0.137507717958733,-0.137507717958735,0.275015435917468,7.45584263027808e-60,1.27814445090481e-59,higher_in_top50
21_00733_LI_SING,L_VLDL_CE_pct,0.5,top50,Epithelial_repair_stemness,2122,2122,0.105010074974142,-0.105010074974142,0.210020149948283,2.06984346897669e-58,3.10476520346503e-58,higher_in_top50
21_00733_LI_SING,L_VLDL_CE_pct,0.2,top20,Hypoxia_glycolysis,849,3395,0.164144617869414,-0.0410482416998907,0.205192859569305,2.21754603784646e-58,5.3221104908315e-58,higher_in_top20
21_00733_LI_SING,L_VLDL_CE_pct,0.1,top10,Antigen_presentation,425,3819,0.538222791244853,-0.0598964876352623,0.598119278880115,5.89206200718484e-59,7.07047440862181e-58,higher_in_top10
21_00733_LI_SING,L_VLDL_CE_pct,0.1,top10,Oxidative_stress_response,425,3819,0.336475167645092,-0.0374448667842791,0.373920034429371,1.1852121869466e-55,7.11127312167957e-55,higher_in_top10
21_00733_LI_SING,L_VLDL_CE_pct,0.1,top10,IFNg_response,425,3819,0.43652534752098,-0.0485790187736099,0.48510436629459,2.2126621044672e-51,8.85064841786882e-51,higher_in_top10
21_00733_LI_SING,L_VLDL_CE_pct,0.2,top20,Epithelial_repair_stemness,849,3395,0.157075983279844,-0.0392805625344883,0.196356545814332,6.91852288752189e-38,1.38370457750438e-37,higher_in_top20
21_00733_LI_SING,L_VLDL_CE_pct,0.2,top20,Treg_checkpoint,849,3395,0.142515578188908,-0.035639389066976,0.178154967255884,1.18728316945678e-34,2.03534257621163e-34,higher_in_top20
21_00733_LI_SING,L_VLDL_CE_pct,0.1,top10,TNFa_NFkB_inflammation,425,3819,0.20659938345129,-0.0229915522301118,0.229590935681402,2.58401760565158e-33,7.75205281695474e-33,higher_in_top10
21_00733_LI_SING,L_VLDL_CE_pct,0.2,top20,Myeloid_phagocytosis_complement,849,3395,0.199945418468993,-0.0500010781384918,0.249946496607485,6.24236927130191e-33,9.36355390695287e-33,higher_in_top20
21_00733_LI_SING,L_VLDL_CE_pct,0.1,top10,Hypoxia_glycolysis,425,3819,0.162370254817012,-0.0180694837122876,0.1804397385293,5.87550164674951e-26,1.41012039521988e-25,higher_in_top10
21_00733_LI_SING,L_VLDL_CE_pct,0.1,top10,Treg_checkpoint,425,3819,0.174340935064452,-0.0194016489663242,0.193742584030777,8.40259839242821e-23,1.68051967848564e-22,higher_in_top10
21_00733_LI_SING,L_VLDL_CE_pct,0.5,top50,ECM_remodeling,2122,2122,0.0957146169713182,-0.0957146169713186,0.191429233942637,3.51325644004485e-21,4.6843419200598e-21,higher_in_top50
21_00733_LI_SING,L_VLDL_CE_pct,0.1,top10,Myeloid_phagocytosis_complement,425,3819,0.212736032608605,-0.0236744733853526,0.236410505993958,4.69742641048534e-18,8.05273098940344e-18,higher_in_top10
