time,hazard,n_censor,n_event,group
1687,0.00314470163499435,0,1,Q3
1703,0.00316624555771913,0,1,Q3
1708,0.00318778994459451,0,1,Q3
1709,0.00320933479564049,0,1,Q3
1724,0.00323088011087697,0,1,Q3
1749,0.00325242589032418,0,1,Q3
1750,0.00327397213400199,0,1,Q3
1773,0.00329551884193043,0,1,Q3
1786,0.00331706601412949,0,1,Q3
1807,0.00333861365061919,0,1,Q3
1820,0.00336016175141953,0,1,Q3
1824,0.00338171031655052,0,1,Q3
1826,0.00340325934603218,0,1,Q3
1827,0.00344635879812755,0,2,Q3
1837,0.00346790922078128,0,1,Q3
1841,0.00348946010786575,0,1,Q3
1897,0.00351101145940095,0,1,Q3
1899,0.00353256327540692,0,1,Q3
1912,0.00355411555590368,0,1,Q3
1915,0.00357566830091124,0,1,Q3
1917,0.00359722151044951,0,1,Q3
1919,0.00361877518453876,0,1,Q3
1921,0.00364032932319888,0,1,Q3
1932,0.00366188392644991,0,1,Q3
1934,0.00368343899431187,0,1,Q3
1939,0.0037049945268048,0,1,Q3
1956,0.00372655052394873,0,1,Q3
1965,0.00374810698576369,0,1,Q3
1968,0.00376966391226971,0,1,Q3
1995,0.00379122130348683,0,1,Q3
2001,0.00381277915943508,0,1,Q3
2002,0.00383433748013451,0,1,Q3
2027,0.00385589626560514,0,1,Q3
2032,0.00387745551586703,0,1,Q3
2036,0.0038990152309401,0,1,Q3
2046,0.00392057541084462,0,1,Q3
2058,0.00394213605560051,0,1,Q3
2065,0.00398525873974663,0,2,Q3
2081,0.00400682077917694,0,1,Q3
2089,0.00400682077917694,157.870454836914,0,Q3
2097,0.00402845693479472,0,1,Q3
2106,0.00405009355854586,0,1,Q3
2133,0.00407173065045061,0,1,Q3
2144,0.00409336821052924,0,1,Q3
2166,0.00411500623880201,0,1,Q3
2192,0.00413664473528917,0,1,Q3
2193,0.004158283700011,0,1,Q3
2199,0.00417992313298775,0,1,Q3
2200,0.00422320340378711,0,2,Q3
2222,0.00424484424165024,0,1,Q3
2226,0.00426648554784938,0,1,Q3
2228,0.00428812732240478,0,1,Q3
2235,0.00430976956533673,0,1,Q3
2240,0.00433141227666549,0,1,Q3
2243,0.00435305545641134,0,1,Q3
2247,0.00437469910459457,0,1,Q3
2254,0.00439634322123543,0,1,Q3
2269,0.00441798780635423,0,1,Q3
2291,0.00443963285997123,0,1,Q3
2296,0.00446127838210671,0,1,Q3
2300,0.00448292437278097,0,1,Q3
2326,0.00450457083201428,0,1,Q3
2330,0.00450457083201428,158.310864649015,0,Q3
2333,0.0045262921977278,0,1,Q3
2339,0.00454801403526929,0,1,Q3
2341,0.00456973634465926,0,1,Q3
2355,0.00456973634465926,158.359125241746,0,Q3
2377,0.00459153411024571,0,1,Q3
2379,0.00461333235098509,0,1,Q3
2389,0.00463513106689814,0,1,Q3
2391,0.00465693025800567,0,1,Q3
2417,0.00467872992432818,0,1,Q3
2429,0.00470053006588661,0,1,Q3
2442,0.00472233068270158,0,1,Q3
2448,0.00472233068270158,158.550468332654,0,Q3
2450,0.00474420739324861,0,1,Q3
2463,0.00476608458239658,0,1,Q3
2464,0.00478796225016643,0,1,Q3
2467,0.00478796225016643,158.590708890154,0,Q3
2471,0.00480991657084337,0,1,Q3
2479,0.00483187137352309,0,1,Q3
2498,0.00485382665822675,0,1,Q3
2499,0.00487578242497552,0,1,Q3
2508,0.00491969540469306,0,2,Q3
2515,0.00494165261770417,0,1,Q3
2539,0.00496361031284507,0,1,Q3
2556,0.00498556849013694,0,1,Q3
2562,0.00500752714960094,0,1,Q3
2564,0.00502948629125826,0,1,Q3
2574,0.00505144591513006,0,1,Q3
2575,0.00507340602123754,0,1,Q3
2585,0.00509536660960187,0,1,Q3
2590,0.00511732768024423,0,1,Q3
2591,0.00516125126844778,0,2,Q3
2602,0.00518321378605135,0,1,Q3
2604,0.00522714026836798,0,2,Q3
2613,0.00524910423312343,0,1,Q3
2620,0.00527106868030523,0,1,Q3
2627,0.00531499902203262,0,2,Q3
2634,0.00535893129371972,0,2,Q3
2636,0.00538089815335116,0,1,Q3
2649,0.00540286549553611,0,1,Q3
2656,0.00542483332029568,0,1,Q3
2670,0.00544680162765129,0,1,Q3
2706,0.00546877041762403,0,1,Q3
2710,0.0054907396902351,0,1,Q3
2713,0.00551270944550572,0,1,Q3
2714,0.00553467968345709,0,1,Q3
2718,0.00555665040411041,0,1,Q3
2724,0.00557862160748691,0,1,Q3
2726,0.0056005932936078,0,1,Q3
2727,0.00562256546249428,0,1,Q3
2747,0.00564453811416758,0,1,Q3
2765,0.0056665112486489,0,1,Q3
2774,0.00568848486595948,0,1,Q3
2778,0.00571045896612052,0,1,Q3
2817,0.00573243354915325,0,1,Q3
2822,0.00575440861507889,0,1,Q3
2827,0.00575440861507889,158.594201830391,0,Q3
2829,0.00577646102084479,0,1,Q3
2845,0.00579851391293001,0,1,Q3
2859,0.00582056729135601,0,1,Q3
2860,0.00584262115614423,0,1,Q3
2862,0.00586467550731614,0,1,Q3
2867,0.00588673034489317,0,1,Q3
2886,0.0059087856688968,0,1,Q3
2904,0.00593084147934836,0,1,Q3
2912,0.00595289777626953,0,1,Q3
2929,0.00597495455968167,0,1,Q3
2930,0.00599701182960623,0,1,Q3
2943,0.00601906958606469,0,1,Q3
2945,0.00604112782907849,0,1,Q3
2950,0.00606318655866911,0,1,Q3
2951,0.00608524577485802,0,1,Q3
2955,0.00610730547766668,0,1,Q3
2962,0.00612936566711656,0,1,Q3
2967,0.00615142634322914,0,1,Q3
2978,0.00617348750602589,0,1,Q3
2987,0.00619554915552827,0,1,Q3
2990,0.00623967391473587,0,2,Q3
2992,0.00626173702448404,0,1,Q3
2994,0.00628380062102376,0,1,Q3
2997,0.00630586470437652,0,1,Q3
2999,0.00632792927456379,0,1,Q3
3002,0.00634999433160706,0,1,Q3
3013,0.00637205987552782,0,1,Q3
3025,0.00639412590634754,0,1,Q3
3041,0.00641619242408773,0,1,Q3
3044,0.00643825942876987,0,1,Q3
