time,hazard,n_censor,n_event,group
9584,0.0405288201757362,1,0,Q2
9586,0.0405288201757362,1,0,Q2
9593,0.0405288201757362,1,0,Q2
9609,0.0405288201757362,1,0,Q2
9667,0.0405288201757362,1,0,Q2
9694,0.0405288201757362,1,0,Q2
9696,0.0405288201757362,1,0,Q2
9722,0.0420070170450471,0,1,Q2
9737,0.0420070170450471,1,0,Q2
9815,0.0420070170450471,1,0,Q2
9901,0.0420070170450471,674,0,Q2
0,0.00108991836402557,0,1,Q3
587,0.00218102594636011,0,1,Q3
639,0.00218102594636011,1,0,Q3
654,0.00327451976773144,0,1,Q3
866,0.00327451976773144,1,0,Q3
971,0.00437041028836857,0,1,Q3
990,0.0054675031027417,0,1,Q3
1208,0.0054675031027417,1,0,Q3
1241,0.0054675031027417,1,0,Q3
1255,0.0054675031027417,1,0,Q3
1260,0.0054675031027417,1,0,Q3
1276,0.0054675031027417,1,0,Q3
1300,0.0054675031027417,1,0,Q3
1311,0.00657308641049135,0,1,Q3
1340,0.00767989338568245,0,1,Q3
1343,0.00767989338568245,1,0,Q3
1344,0.00989965012399539,0,2,Q3
1349,0.0110113789766858,0,1,Q3
1352,0.0121243451461065,0,1,Q3
1357,0.01323855138951,0,1,Q3
1365,0.0143540004733756,0,1,Q3
1370,0.0154706951734507,0,1,Q3
1376,0.016588638274792,0,1,Q3
1377,0.0177078325718071,0,1,Q3
1385,0.0177078325718071,1,0,Q3
1400,0.0177078325718071,1,0,Q3
1539,0.0177078325718071,1,0,Q3
1627,0.0177078325718071,1,0,Q3
1637,0.0177078325718071,1,0,Q3
1732,0.0177078325718071,1,0,Q3
1751,0.0177078325718071,1,0,Q3
1761,0.0188371381689585,0,1,Q3
1806,0.0188371381689585,1,0,Q3
1829,0.0188371381689585,1,0,Q3
1831,0.0188371381689585,1,0,Q3
1837,0.0188371381689585,1,0,Q3
1861,0.0188371381689585,1,0,Q3
1939,0.0199741479560336,0,1,Q3
1941,0.0199741479560336,1,0,Q3
1966,0.0199741479560336,1,0,Q3
1975,0.0199741479560336,1,0,Q3
1986,0.0199741479560336,1,0,Q3
2047,0.0199741479560336,1,0,Q3
2057,0.0199741479560336,1,0,Q3
2075,0.0199741479560336,1,0,Q3
2086,0.0199741479560336,1,0,Q3
2155,0.0199741479560336,1,0,Q3
2160,0.0199741479560336,1,0,Q3
2164,0.0211255585610755,0,1,Q3
2180,0.0222782964408838,0,1,Q3
2234,0.0234323646589906,0,1,Q3
2246,0.0234323646589906,1,0,Q3
2273,0.0234323646589906,1,0,Q3
2329,0.0245904423796182,0,1,Q3
2343,0.0245904423796182,1,0,Q3
2362,0.0245904423796182,1,0,Q3
2371,0.0257525575597956,0,1,Q3
2400,0.0257525575597956,1,0,Q3
2407,0.0257525575597956,1,0,Q3
2485,0.0257525575597956,1,0,Q3
2503,0.0257525575597956,1,0,Q3
2544,0.0257525575597956,1,0,Q3
2558,0.0257525575597956,1,0,Q3
2584,0.0257525575597956,1,0,Q3
2594,0.0257525575597956,1,0,Q3
2598,0.0269269558157372,0,1,Q3
2640,0.0269269558157372,1,0,Q3
2787,0.0269269558157372,1,0,Q3
2808,0.0292854474750301,0,2,Q3
2810,0.0292854474750301,1,0,Q3
2824,0.0316523124852962,0,2,Q3
2827,0.0328378490793979,0,1,Q3
2832,0.0328378490793979,1,0,Q3
2838,0.0387937928322493,0,5,Q3
2839,0.0387937928322493,1,0,Q3
2854,0.0411890035582042,0,2,Q3
2856,0.0423887637501082,0,1,Q3
2866,0.0423887637501082,1,0,Q3
2933,0.0423887637501082,1,0,Q3
2935,0.0423887637501082,1,0,Q3
2997,0.0423887637501082,1,0,Q3
3003,0.0423887637501082,1,0,Q3
3036,0.0423887637501082,1,0,Q3
3091,0.0423887637501082,1,0,Q3
3118,0.0423887637501082,1,0,Q3
3159,0.0423887637501082,1,0,Q3
3193,0.0436030929825101,0,1,Q3
3271,0.0448188986034,0,1,Q3
3290,0.0448188986034,1,0,Q3
3356,0.0448188986034,1,0,Q3
3370,0.0448188986034,1,0,Q3
3400,0.0448188986034,1,0,Q3
3424,0.0448188986034,1,0,Q3
3449,0.0448188986034,1,0,Q3
3459,0.0448188986034,1,0,Q3
3473,0.0448188986034,1,0,Q3
3498,0.0448188986034,1,0,Q3
3502,0.0448188986034,1,0,Q3
3508,0.0448188986034,1,0,Q3
3527,0.0448188986034,1,0,Q3
3575,0.0448188986034,1,0,Q3
3676,0.0448188986034,1,0,Q3
3686,0.0448188986034,1,0,Q3
3705,0.0448188986034,1,0,Q3
3820,0.0448188986034,1,0,Q3
3844,0.0448188986034,1,0,Q3
3957,0.0448188986034,1,0,Q3
3958,0.0448188986034,1,0,Q3
3969,0.0460665594015553,0,1,Q3
3975,0.0473157788019872,0,1,Q3
3996,0.0473157788019872,1,0,Q3
4064,0.0473157788019872,1,0,Q3
4077,0.0473157788019872,1,0,Q3
4082,0.0473157788019872,1,0,Q3
4086,0.0473157788019872,1,0,Q3
4129,0.0473157788019872,1,0,Q3
4162,0.0473157788019872,1,0,Q3
4194,0.0473157788019872,1,0,Q3
4296,0.0473157788019872,1,0,Q3
4364,0.048580801108574,1,1,Q3
4388,0.048580801108574,1,0,Q3
4422,0.048580801108574,1,0,Q3
4428,0.048580801108574,1,0,Q3
4459,0.048580801108574,1,0,Q3
4461,0.048580801108574,1,0,Q3
4499,0.048580801108574,1,0,Q3
4507,0.048580801108574,1,0,Q3
4509,0.0498603918141991,0,1,Q3
4528,0.0498603918141991,1,0,Q3
4551,0.0498603918141991,1,0,Q3
4555,0.0511449135065556,0,1,Q3
4569,0.0511449135065556,1,0,Q3
4592,0.0511449135065556,1,0,Q3
4678,0.0511449135065556,1,0,Q3
4682,0.0524360692701755,0,1,Q3
4690,0.0537288942724807,0,1,Q3
4722,0.0537288942724807,1,0,Q3
4750,0.0550250707339273,0,1,Q3
4808,0.0550250707339273,1,0,Q3
4812,0.0550250707339273,1,0,Q3
4829,0.0550250707339273,1,0,Q3
4840,0.0563280025143433,0,1,Q3
4843,0.0563280025143433,1,0,Q3
4883,0.0563280025143433,1,0,Q3
4891,0.0563280025143433,1,0,Q3
5015,0.0563280025143433,1,0,Q3
5026,0.0563280025143433,1,0,Q3
5042,0.0563280025143433,1,0,Q3
5055,0.0576429270956524,0,1,Q3
5160,0.0576429270956524,1,0,Q3
5165,0.0589613188489106,0,1,Q3
5224,0.0589613188489106,1,0,Q3
5236,0.0589613188489106,1,0,Q3
5253,0.0589613188489106,1,0,Q3
5262,0.0589613188489106,1,0,Q3
5264,0.0589613188489106,1,0,Q3
5268,0.0589613188489106,1,0,Q3
5269,0.0589613188489106,1,0,Q3
5276,0.064301785480228,0,4,Q3
5280,0.064301785480228,1,0,Q3
5294,0.064301785480228,1,0,Q3
5311,0.064301785480228,1,0,Q3
5346,0.064301785480228,1,0,Q3
5380,0.064301785480228,1,0,Q3
5381,0.064301785480228,1,0,Q3
5389,0.064301785480228,1,0,Q3
5397,0.064301785480228,1,0,Q3
5436,0.064301785480228,1,0,Q3
5438,0.064301785480228,1,0,Q3
5457,0.064301785480228,2,0,Q3
5488,0.0670265828064132,0,2,Q3
5498,0.0670265828064132,1,0,Q3
5578,0.0683936370179462,0,1,Q3
5588,0.0683936370179462,1,0,Q3
5624,0.0697644391517249,0,1,Q3
5659,0.0697644391517249,1,0,Q3
5669,0.0697644391517249,1,0,Q3
5674,0.0711409018604482,0,1,Q3
5696,0.0711409018604482,1,0,Q3
5744,0.0711409018604482,1,0,Q3
5761,0.0711409018604482,1,0,Q3
5762,0.0725249851263866,0,1,Q3
5826,0.0725249851263866,1,0,Q3
5861,0.0725249851263866,1,0,Q3
5910,0.0725249851263866,1,0,Q3
5931,0.0725249851263866,1,0,Q3
5938,0.0725249851263866,1,0,Q3
5957,0.0725249851263866,1,0,Q3
5961,0.0739226093930246,0,1,Q3
5966,0.0739226093930246,1,0,Q3
5980,0.0739226093930246,1,0,Q3
5983,0.0739226093930246,1,0,Q3
6002,0.0739226093930246,1,0,Q3
6008,0.0739226093930246,1,0,Q3
6060,0.0739226093930246,1,0,Q3
6061,0.0753340422314323,0,1,Q3
6108,0.0767474700285793,0,1,Q3
6114,0.0767474700285793,1,0,Q3
6120,0.0781649047095527,0,1,Q3
6126,0.0781649047095527,1,0,Q3
6162,0.0795863690569302,0,1,Q3
6164,0.0795863690569302,1,0,Q3
6189,0.0795863690569302,1,0,Q3
6208,0.0795863690569302,1,0,Q3
6222,0.0795863690569302,1,0,Q3
6233,0.0795863690569302,1,0,Q3
6256,0.0795863690569302,1,0,Q3
6281,0.0810221194830345,0,1,Q3
6386,0.0810221194830345,1,0,Q3
6388,0.0810221194830345,1,0,Q3
6408,0.0810221194830345,1,0,Q3
6424,0.0810221194830345,1,0,Q3
6462,0.0824682513330341,0,1,Q3
6492,0.083916477509399,0,1,Q3
6506,0.083916477509399,1,0,Q3
6523,0.083916477509399,1,0,Q3
6525,0.083916477509399,1,0,Q3
6542,0.083916477509399,1,0,Q3
6557,0.085375266973059,0,1,Q3
6558,0.085375266973059,1,0,Q3
6560,0.085375266973059,1,0,Q3
6685,0.085375266973059,1,0,Q3
6739,0.085375266973059,1,0,Q3
6750,0.085375266973059,1,0,Q3
6757,0.085375266973059,1,0,Q3
6773,0.085375266973059,1,0,Q3
6833,0.0868512820011796,0,1,Q3
6876,0.0868512820011796,1,0,Q3
6902,0.0883316671716138,0,1,Q3
6913,0.0883316671716138,2,0,Q3
6971,0.0883316671716138,1,0,Q3
6983,0.0883316671716138,1,0,Q3
6985,0.0883316671716138,1,0,Q3
7011,0.0883316671716138,1,0,Q3
7021,0.0883316671716138,1,0,Q3
7027,0.0883316671716138,1,0,Q3
7033,0.0883316671716138,1,0,Q3
7035,0.0883316671716138,1,0,Q3
7056,0.0883316671716138,1,0,Q3
7104,0.0898388264621852,0,1,Q3
7135,0.0913482607110396,0,1,Q3
7137,0.0913482607110396,1,0,Q3
7146,0.0913482607110396,2,0,Q3
7162,0.0913482607110396,1,0,Q3
7165,0.0913482607110396,1,0,Q3
7172,0.0913482607110396,1,0,Q3
7175,0.0913482607110396,1,0,Q3
7206,0.0913482607110396,1,0,Q3
7220,0.0913482607110396,1,0,Q3
7222,0.0913482607110396,2,0,Q3
7246,0.0913482607110396,1,0,Q3
7249,0.0913482607110396,1,0,Q3
7253,0.0928902810628549,0,1,Q3
7266,0.0944346829142291,0,1,Q3
7268,0.0959814736325277,0,1,Q3
7314,0.0959814736325277,1,0,Q3
7327,0.0959814736325277,1,0,Q3
7354,0.0959814736325277,1,0,Q3
7366,0.0959814736325277,1,0,Q3
7373,0.0959814736325277,1,0,Q3
7374,0.0959814736325277,1,0,Q3
7394,0.0959814736325277,2,0,Q3
7443,0.0959814736325277,1,0,Q3
7452,0.0975525658645689,0,1,Q3
7455,0.0991261303119995,0,1,Q3
7456,0.0991261303119995,1,0,Q3
7467,0.103869222208012,0,3,Q3
7470,0.103869222208012,1,0,Q3
7487,0.103869222208012,1,0,Q3
7488,0.103869222208012,1,0,Q3
7501,0.103869222208012,1,0,Q3
7518,0.103869222208012,1,0,Q3
7530,0.105467943571709,0,1,Q3
7558,0.107069224938683,0,1,Q3
7568,0.107069224938683,1,0,Q3
7573,0.108675650986957,0,1,Q3
7580,0.108675650986957,1,0,Q3
7585,0.108675650986957,1,0,Q3
7593,0.108675650986957,1,0,Q3
7650,0.108675650986957,1,0,Q3
7659,0.108675650986957,1,0,Q3
7664,0.108675650986957,1,0,Q3
7680,0.108675650986957,1,0,Q3
7688,0.108675650986957,1,0,Q3
7737,0.108675650986957,1,0,Q3
7753,0.108675650986957,1,0,Q3
7756,0.108675650986957,1,0,Q3
7773,0.108675650986957,1,0,Q3
7791,0.108675650986957,1,0,Q3
7824,0.108675650986957,1,0,Q3
7828,0.108675650986957,1,0,Q3
7868,0.108675650986957,1,0,Q3
7870,0.11032717902543,0,1,Q3
7878,0.11032717902543,1,0,Q3
7885,0.11032717902543,1,0,Q3
7889,0.11032717902543,1,0,Q3
7895,0.11032717902543,1,0,Q3
7963,0.11032717902543,1,0,Q3
7984,0.11032717902543,1,0,Q3
8007,0.11032717902543,1,0,Q3
8029,0.11032717902543,1,0,Q3
8045,0.11032717902543,1,0,Q3
8085,0.11200644054515,0,1,Q3
8106,0.11200644054515,1,0,Q3
8125,0.113691360910069,0,1,Q3
8166,0.113691360910069,1,0,Q3
8171,0.113691360910069,1,0,Q3
8180,0.115384841416402,0,1,Q3
8204,0.115384841416402,1,0,Q3
8211,0.115384841416402,1,0,Q3
8243,0.115384841416402,1,0,Q3
8272,0.115384841416402,1,0,Q3
8284,0.115384841416402,1,0,Q3
8291,0.117095705820032,0,1,Q3
8355,0.117095705820032,1,0,Q3
8390,0.117095705820032,1,0,Q3
8405,0.117095705820032,1,0,Q3
